mcq_id,subject,topic_id,action,new_options,new_correct_idx,new_probability,v_reason
ENV_CON_Q025,Environment,ENV_CON,KEEP_FACTUAL,"['A legally protected area under the Wildlife Protection Act, 1972 with strict no-take zones', ""An internationally recognized area under UNESCO's Man and the Biosphere Programme with core, buffer, and transition zones"", 'A wetland designated under the Ramsar Convention for waterfowl habitat conservation', 'A protected area specifically for tiger conservation with core and buffer zones as per NTCA guidelines']",1,0.909,FACTUAL_OK
ENV_CON_Q026,Environment,ENV_CON,KEEP_FACTUAL,"['A species that has no known living individuals in its natural habitat but may exist in captivity or cultivation.', 'A species that has completely disappeared from all habitats worldwide, with no surviving individuals anywhere.', 'A species that is facing an extremely high risk of extinction in the wild in the immediate future.', 'A species that is likely to become endangered in the near future unless conservation measures are implemented.']",0,0.909,FACTUAL_OK
ENV_CON_Q030,Environment,ENV_CON,KEEP_FACTUAL,"['It provides the highest protection for animal species, including tigers and elephants.', 'It lists plant species that are protected under the Act.', 'It includes species listed under the Convention on International Trade in Endangered Species (CITES).', 'It covers species that were previously in Schedules III and IV of the unamended Act.']",2,0.909,FACTUAL_OK
ENV_ECO_Q001,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q002,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q003,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
ENV_ECO_Q004,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q005,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.909,OK
ENV_ECO_Q007,Environment,ENV_ECO,KEEP_FACTUAL,"['A new species of shieldtail snake discovered in the Western Ghats', 'A high-altitude springtail species found in the Eastern Himalayas', 'A marine species identified in the Andaman Sea biodiversity hotspot', 'A freshwater fish species endemic to the Sundarbans mangrove ecosystem']",0,0.909,FACTUAL_OK
ENV_ECO_Q008,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q009,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
ENV_ECO_Q012,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
ENV_ECO_Q013,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q014,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q016,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.909,OK
ENV_ECO_Q020,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q022,Environment,ENV_ECO,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_ECO_Q027,Environment,ENV_ECO,KEEP_FACTUAL,"['Biotic components are living organisms that interact with each other, while abiotic components are non-living physical and chemical factors that influence the ecosystem.', 'Biotic components include sunlight and minerals, while abiotic components include producers and decomposers.', 'Biotic components determine the distribution of organisms, while abiotic components are limited to water and soil only.', 'Biotic components are always visible to the naked eye, while abiotic components are microscopic elements like pH and temperature.']",0,0.909,FACTUAL_OK
ENV_INT_Q001,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.895,OK
ENV_INT_Q005,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.895,OK
ENV_INT_Q008,Environment,ENV_INT,KEEP_FACTUAL,"['The seventh assessment report of the Intergovernmental Panel on Climate Change (IPCC) currently in the scoping phase', 'The seventh Conference of Parties to the Paris Agreement held in 2024', 'A protocol under the Kyoto Convention dealing with carbon trading mechanisms', 'The seventh amendment to the Montreal Protocol addressing new ozone-depleting substances']",0,0.895,FACTUAL_OK
ENV_INT_Q010,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.895,OK
ENV_INT_Q011,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.895,OK
ENV_INT_Q012,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.895,OK
ENV_INT_Q014,Environment,ENV_INT,KEEP_FACTUAL,"['A fund established under the UNFCCC to assist developing countries in climate adaptation and mitigation', 'A fund operationalized by the Global Environment Facility to support implementation of the Kunming-Montreal Global Biodiversity Framework', 'A mechanism under the Kyoto Protocol for clean development projects in developing countries', 'A fund created under the Paris Agreement specifically for loss and damage in vulnerable countries']",1,0.895,FACTUAL_OK
ENV_INT_Q020,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.895,OK
ENV_INT_Q023,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.895,OK
ENV_INT_Q024,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.895,OK
ENV_INT_Q026,Environment,ENV_INT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.895,OK
ENV_LAW_Q003,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.86,OK
ENV_LAW_Q005,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.86,OK
ENV_LAW_Q007,Environment,ENV_LAW,KEEP_FACTUAL,"['a portal for digital submission of environmental clearances under EIA rules', 'a mobile application for reporting wildlife crimes under WPA 1972', 'a database of forest land diversion approvals under FCA 1980', 'a platform for biodiversity documentation under Biological Diversity Act 2002']",0,0.86,FACTUAL_OK
ENV_LAW_Q008,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_LAW_Q009,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_LAW_Q011,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_LAW_Q012,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_LAW_Q013,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.86,OK
ENV_LAW_Q014,Environment,ENV_LAW,KEEP_FACTUAL,"['A climate finance target agreed at COP29 aiming for at least $300 billion annually', 'A biodiversity conservation framework under the Biological Diversity Act 2002', 'A carbon trading mechanism operationalized under Article 6.4 of the Paris Agreement', ""A national target for protected area expansion under India's National Biodiversity Action Plan""]",0,0.86,FACTUAL_OK
ENV_LAW_Q015,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_LAW_Q016,Environment,ENV_LAW,KEEP_FACTUAL,"[""India's 58th Tiger Reserve, notified by the Madhya Pradesh government"", ""India's 58th Tiger Reserve, notified directly by the National Tiger Conservation Authority"", ""India's 57th Tiger Reserve, notified by the Central Government"", ""India's 58th Tiger Reserve, notified by the Central Government on NTCA's recommendation""]",0,0.86,FACTUAL_OK
ENV_LAW_Q022,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_LAW_Q026,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_LAW_Q028,Environment,ENV_LAW,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.86,OK
ENV_POL_Q002,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_POL_Q003,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_POL_Q004,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.885,OK
ENV_POL_Q006,Environment,ENV_POL,KEEP_FACTUAL,"['A system providing air quality forecasts for all major Indian cities', 'A national emergency response plan for air pollution in Delhi-NCR', 'A system providing air quality forecasts for Delhi, Mumbai, Pune, and Ahmedabad', 'A research program studying indoor air pollution in urban areas']",2,0.885,FACTUAL_OK
ENV_POL_Q007,Environment,ENV_POL,KEEP_FACTUAL,"['Standards notified under the Air (Prevention and Control of Pollution) Act, 1981', 'Standards notified under the Environment (Protection) Act, 1986', 'A long-term national programme to reduce particulate matter pollution', 'An emergency action plan for Delhi-NCR during poor air quality periods']",1,0.885,FACTUAL_OK
ENV_POL_Q012,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_POL_Q013,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.885,OK
ENV_POL_Q015,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.885,OK
ENV_POL_Q016,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_POL_Q017,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_POL_Q022,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_POL_Q024,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_POL_Q026,Environment,ENV_POL,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q001,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q002,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.885,OK
ENV_REN_Q003,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q004,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q006,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.885,OK
ENV_REN_Q007,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q012,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q015,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q016,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q017,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q019,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q022,Environment,ENV_REN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.885,OK
ENV_REN_Q023,Environment,ENV_REN,KEEP_FACTUAL,"['A solar park in Rajasthan with capacity exceeding 2 GW', 'A solar park in Gujarat with capacity of 1 GW', 'A solar park in Karnataka with capacity of 3 GW', 'A solar park in Tamil Nadu with capacity of 500 MW']",0,0.885,FACTUAL_OK
ENV_REN_Q024,Environment,ENV_REN,KEEP_FACTUAL,"['A global initiative for scaling solar applications in the industrial sector', 'An agricultural solar initiative of the International Solar Alliance (ISA)', 'A program under National Solar Mission for residential rooftop solar', 'A joint initiative of ISA and IRENA for green hydrogen production']",1,0.885,FACTUAL_OK
ENV_REN_Q025,Environment,ENV_REN,KEEP_FACTUAL,"['An initiative launched by India and France at COP21 in Paris with headquarters in Gurugram, India', 'A global agency for all renewable energy sources headquartered in Abu Dhabi with 168 member countries', 'A UN-backed solar energy program focused exclusively on African countries', 'An Indian government scheme to promote rooftop solar installations in urban areas']",0,0.885,FACTUAL_OK
ENV_RPT_Q008,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.848,OK
ENV_RPT_Q011,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.848,OK
ENV_RPT_Q012,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.848,OK
ENV_RPT_Q013,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.848,OK
ENV_RPT_Q014,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.848,OK
ENV_RPT_Q015,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.848,OK
ENV_RPT_Q017,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.848,OK
ENV_RPT_Q018,Environment,ENV_RPT,KEEP_FACTUAL,"[""An annual report on India's forest cover published by the Ministry of Environment, Forest and Climate Change"", ""A biennial report on India's forest cover published by the Forest Survey of India"", 'A global assessment of forest resources published by the United Nations Environment Programme', 'A quarterly report on mangrove cover changes published by the National Green Tribunal']",1,0.848,FACTUAL_OK
ENV_RPT_Q022,Environment,ENV_RPT,KEEP_FACTUAL,"['An index published by UNEP that assesses climate change policies of countries', 'A report by IPCC that introduces new metrics for greenhouse gas emissions tracking', 'An assessment by Yale and Columbia Universities that introduced new biodiversity metrics', 'A ranking by World Bank focusing on sustainable agriculture and waste management indicators']",2,0.848,FACTUAL_OK
ENV_RPT_Q023,Environment,ENV_RPT,KEEP_FACTUAL,"['A global inventory maintained by the International Union for Conservation of Nature that assesses extinction risk of species using categories like Critically Endangered and Vulnerable', 'An annual report published by the United Nations Environment Programme tracking population trends of vertebrate species worldwide', 'A database managed by the Convention on International Trade in Endangered Species focusing on species threatened by wildlife trade', 'A national assessment initiative launched by India to evaluate conservation status of its flora and fauna from 2025 to 2030']",0,0.848,FACTUAL_OK
ENV_RPT_Q024,Environment,ENV_RPT,KEEP_FACTUAL,"['A global index that tracks population trends of vertebrate species over time, published by WWF and ZSL', 'An annual assessment of extinction risk for all plant and animal species worldwide, maintained by IUCN', 'A comprehensive environmental performance ranking of countries based on air quality and emissions data', ""A national-level forest monitoring system that reports on India's forest cover and tree density""]",0,0.848,FACTUAL_OK
ENV_RPT_Q027,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.848,OK
ENV_RPT_Q029,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.848,OK
ENV_RPT_Q032,Environment,ENV_RPT,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.848,OK
ENV_SDG_Q002,Environment,ENV_SDG,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.882,OK
ENV_SDG_Q005,Environment,ENV_SDG,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.882,OK
ENV_SDG_Q006,Environment,ENV_SDG,KEEP_FACTUAL,"['A scheme launched in 2023 to certify hydrogen produced from fossil fuels with carbon capture', 'An initiative launched in April 2025 to certify hydrogen produced from renewable sources', 'A program under the National Solar Mission to promote hydrogen-based vehicles', 'A 2024 scheme to certify carbon credits generated from hydrogen production projects']",1,0.882,FACTUAL_OK
ENV_SDG_Q008,Environment,ENV_SDG,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.882,OK
ENV_SDG_Q011,Environment,ENV_SDG,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.882,OK
ENV_SDG_Q012,Environment,ENV_SDG,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.882,OK
ENV_SDG_Q014,Environment,ENV_SDG,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.882,OK
ENV_SDG_Q016,Environment,ENV_SDG,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.882,OK
ENV_SPEC_Q002,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
ENV_SPEC_Q003,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_SPEC_Q004,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_SPEC_Q005,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_SPEC_Q007,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_SPEC_Q009,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_SPEC_Q011,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_SPEC_Q014,Environment,ENV_SPEC,KEEP_FACTUAL,"[""India's first Dark Sky Reserve designated by IUCN"", 'A Ramsar site under the Wetlands Convention', 'A UNESCO World Heritage Site for cultural heritage', 'A biosphere reserve with three distinct zones']",0,0.909,FACTUAL_OK
ENV_SPEC_Q019,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.909,OK
ENV_SPEC_Q020,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.909,OK
ENV_SPEC_Q023,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
ENV_SPEC_Q024,Environment,ENV_SPEC,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.909,OK
GEO_AGR_Q003,Geography,GEO_AGR,KEEP_FACTUAL,"['A wetland in Gujarat recently designated as a Ramsar site', 'A rubber cultivation region in Kerala', 'A mixed farming initiative in Punjab', 'A rice-wheat cropping system in Uttar Pradesh']",0,0.84,FACTUAL_OK
GEO_AGR_Q004,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_AGR_Q005,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.84,OK
GEO_AGR_Q006,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_AGR_Q007,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_AGR_Q008,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_AGR_Q009,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_AGR_Q013,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_AGR_Q014,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_AGR_Q015,Geography,GEO_AGR,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.84,OK
GEO_CLM_Q002,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.843,OK
GEO_CLM_Q003,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.843,OK
GEO_CLM_Q004,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.843,OK
GEO_CLM_Q005,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.843,OK
GEO_CLM_Q007,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.843,OK
GEO_CLM_Q008,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.843,OK
GEO_CLM_Q009,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.843,OK
GEO_CLM_Q012,Geography,GEO_CLM,KEEP_FACTUAL,"['A system that classifies hurricanes based on their wind speed into five categories', 'A scale that measures storm surge height and flooding potential of cyclones', 'An index that categorizes tropical cyclones based on their atmospheric pressure', 'A framework that rates cyclones according to their rainfall intensity and duration']",0,0.843,FACTUAL_OK
GEO_CLM_Q017,Geography,GEO_CLM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.843,OK
GEO_HUM_Q003,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_HUM_Q004,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_HUM_Q005,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_HUM_Q006,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.84,OK
GEO_HUM_Q012,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_HUM_Q015,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.84,OK
GEO_HUM_Q016,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.84,OK
GEO_HUM_Q019,Geography,GEO_HUM,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_IND_Q004,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.823,OK
GEO_IND_Q005,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.823,OK
GEO_IND_Q007,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.823,OK
GEO_IND_Q008,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.823,OK
GEO_IND_Q009,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.823,OK
GEO_IND_Q013,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.823,OK
GEO_IND_Q014,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.823,OK
GEO_IND_Q015,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.823,OK
GEO_IND_Q016,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",3,0.823,OK
GEO_IND_Q024,Geography,GEO_IND,KEEP_FACTUAL,"['A young fold mountain system in the Himalayas', 'One of the oldest fold mountain systems in the world, located in the Peninsular Plateau', 'A volcanic mountain range in the Andaman and Nicobar Islands', 'A coral reef system in the Lakshadweep Islands']",1,0.823,FACTUAL_OK
GEO_IND_Q025,Geography,GEO_IND,KEEP_FACTUAL,"[""India's only active volcano located in the Andaman and Nicobar Islands"", 'A dormant volcano in the Lakshadweep Islands', 'An extinct volcano in the Western Ghats', 'A coral island in the Bay of Bengal with volcanic activity']",0,0.823,FACTUAL_OK
GEO_IND_Q027,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.823,OK
GEO_IND_Q029,Geography,GEO_IND,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.823,OK
GEO_MIN_Q001,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_MIN_Q003,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.84,OK
GEO_MIN_Q004,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.84,OK
GEO_MIN_Q007,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.84,OK
GEO_MIN_Q008,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_MIN_Q009,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_MIN_Q012,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.84,OK
GEO_MIN_Q014,Geography,GEO_MIN,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",0,0.84,OK
GEO_MIN_Q016,Geography,GEO_MIN,KEEP_FACTUAL,"[""India's oldest producing oil field located in the Assam-Arakan basin"", 'A coal mine in the Gondwana basin of central India', 'A uranium mining site in the Singhbhum basin', 'A natural gas field in the Krishna-Godavari basin']",0,0.84,FACTUAL_OK
GEO_MIN_Q017,Geography,GEO_MIN,KEEP_FACTUAL,"['A public sector undertaking under the Ministry of Mines that processes ilmenite for titanium production', 'A private company that extracts and processes monazite for rare earth elements', 'A public sector undertaking under the Department of Atomic Energy that processes monazite for rare earths and thorium', 'A joint venture between NALCO and Hindustan Copper for processing critical minerals']",2,0.84,FACTUAL_OK
GEO_MON_Q003,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.852,OK
GEO_MON_Q004,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.852,OK
GEO_MON_Q006,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",2,0.852,OK
GEO_MON_Q009,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.852,OK
GEO_MON_Q010,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.852,OK
GEO_MON_Q011,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.852,OK
GEO_MON_Q017,Geography,GEO_MON,KEEP_FACTUAL,"['A recognition under the Ramsar Convention for cities that conserve urban wetlands', 'A UNESCO program for protecting heritage cities with water bodies', 'An initiative by the Ministry of Environment to develop artificial wetlands in smart cities', 'A classification by the World Bank for cities implementing wetland-based climate adaptation projects']",0,0.852,FACTUAL_OK
GEO_MON_Q019,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.852,OK
GEO_MON_Q020,Geography,GEO_MON,KEEP_FACTUAL,"['A severe cyclonic storm that made landfall in West Bengal and Bangladesh in 2024', 'The first cyclone of the 2024 Northeast Monsoon season affecting Tamil Nadu', 'A monsoon depression that originated in the Arabian Sea in summer 2024', 'A western disturbance that brought rainfall to northern India in winter 2024']",0,0.852,FACTUAL_OK
GEO_MON_Q022,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.852,OK
GEO_MON_Q023,Geography,GEO_MON,ENRICH_ONLY,"['Only one', 'Only two', 'All three', 'None']",1,0.852,OK
